Product Name,Salt Composition,M.R.P.,Company
STORVAS CV 40 TAB 10'S,,349.00,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY S 5/50MG TAB 1*15'S,,270.94,SUN PHARMA LAB. LTD. (DIABETE
STORVAS EZ 40 TABS 10'S,,363.83,SUN PHARMA LAB. LTD. (DIABETE
STORVAS EZ 20 TABS 10'S,,316.00,SUN PHARMA LAB. LTD. (DIABETE
STORVAS 10MG TABS 15'S,,79.63,SUN PHARMA LAB. LTD. (DIABETE
STORVAS 20MG TABS 15'S,,201.09,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR 15MG TABS 10'S,,74.53,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR 30MG TABS 10'S,,121.88,SUN PHARMA LAB. LTD. (DIABETE
RIOMET OD 500MGTAB*,,32.19,SUN PHARMA LAB. LTD. (DIABETE
RIOMET OD 1GM TABS 10'S,,63.61,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR MF 15+500MG TABS,,78.75,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR G 15+2MGTABS 10'S,,128.44,SUN PHARMA LAB. LTD. (DIABETE
STORVAS 5MG TABS 10'S,,129.84,SUN PHARMA LAB. LTD. (DIABETE
STORVAS 40MG TABS 10'S,,206.05,SUN PHARMA LAB. LTD. (DIABETE
RIOMET OD 850MG TABS 10'S,,39.38,SUN PHARMA LAB. LTD. (DIABETE
STORVAS EZ 10mg TABS 10'S,,280.31,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR MF 30+500MG TABS1,,119.53,SUN PHARMA LAB. LTD. (DIABETE
INSUCARE R INJ.40IU,,140.07,SUN PHARMA LAB. LTD. (DIABETE
VOLIX 0.2MG TABS 10`S,,190.31,SUN PHARMA LAB. LTD. (DIABETE
VOLIX 0.3MG TABS 15`S,,278.00,SUN PHARMA LAB. LTD. (DIABETE
TELEACT 40MG 10TAB,,72.21,SUN PHARMA LAB. LTD. (DIABETE
TELEACT D 10TAB,,148.13,SUN PHARMA LAB. LTD. (DIABETE
TELEACT 20MG 10TAB,,40.63,SUN PHARMA LAB. LTD. (DIABETE
STORFIB TABS 10`S,,172.50,SUN PHARMA LAB. LTD. (DIABETE
RIOMET TRIO 1 TAB 10'S,,82.97,SUN PHARMA LAB. LTD. (DIABETE
RIOMET TRIO 2 TAB 10'S,,110.63,SUN PHARMA LAB. LTD. (DIABETE
STANLIP 145MG TABS 10`S,,208.13,SUN PHARMA LAB. LTD. (DIABETE
RIOMET DUO 1 TAB 10'S,,128.44,SUN PHARMA LAB. LTD. (DIABETE
RIOMET DUO 2 TAB 10'S,,158.91,SUN PHARMA LAB. LTD. (DIABETE
STORVAS CP 10 TAB 30s,,156.78,SUN PHARMA LAB. LTD. (DIABETE
STORVAS 80MG TAB 10'S,,433.39,SUN PHARMA LAB. LTD. (DIABETE
STORVAS CP 20 TAB'30,,364.42,SUN PHARMA LAB. LTD. (DIABETE
TELEACT AM TAB 10'S,,131.25,SUN PHARMA LAB. LTD. (DIABETE
TELEACT 80MG TAB 10'S,,99.05,SUN PHARMA LAB. LTD. (DIABETE
TELEACT D 80MG 10'S,,168.28,SUN PHARMA LAB. LTD. (DIABETE
PRASITA 10MG 10'S,,337.50,SUN PHARMA LAB. LTD. (DIABETE
ANGISTAT 2.5MG TAB,,190.31,SUN PHARMA LAB. LTD. (DIABETE
ANGISTAT 6.5MG TAB,,145.31,SUN PHARMA LAB. LTD. (DIABETE
VOLIX M 0.2+500MG TAB 10S,,133.13,SUN PHARMA LAB. LTD. (DIABETE
VOLIX M 0.3+500MG TAB 10',,192.19,SUN PHARMA LAB. LTD. (DIABETE
TELEACT TRIO TAB 10'S,,130.31,SUN PHARMA LAB. LTD. (DIABETE
TELEACT BETA 25MG 10'S,,135.00,SUN PHARMA LAB. LTD. (DIABETE
TELEACT BETA 50 10'S,,130.31,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR 7.5MG TAB 10'S,,56.72,SUN PHARMA LAB. LTD. (DIABETE
PIOGLAR MF 7.5MG TAB 10'S,,61.41,SUN PHARMA LAB. LTD. (DIABETE
RIOMET DUO FORTE 2 10'S,,89.06,SUN PHARMA LAB. LTD. (DIABETE
TELEACT CT 40MG +12.5MG 10'S,,114.38,SUN PHARMA LAB. LTD. (DIABETE
VOLIX TRIO 1 TAB 15'S,,248.44,SUN PHARMA LAB. LTD. (DIABETE
VOLIX TRIO 2 TAB 15'S,,332.81,SUN PHARMA LAB. LTD. (DIABETE
VOLIX TRIO FORTE 2MG 15'S,,230.63,SUN PHARMA LAB. LTD. (DIABETE
STORVAS D10 TAB 10'S,,84.38,SUN PHARMA LAB. LTD. (DIABETE
STORVAS D20 TAB 10'S,,168.75,SUN PHARMA LAB. LTD. (DIABETE
STORVAS CV 10 TAB 1*10,,210.00,SUN PHARMA LAB. LTD. (DIABETE
STORVAS CV 20 TAB 10'S,,277.50,SUN PHARMA LAB. LTD. (DIABETE
STORVA TRIO 10 10S,,53.44,SUN PHARMA LAB. LTD. (DIABETE
STORVA TRIO 20 10S,,72.66,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY M XR 10/500 TAB,,117.19,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY M XR 10/1000 TAB,,124.69,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY S 10/100MG TAB 1*15TAB,,300.94,SUN PHARMA LAB. LTD. (DIABETE
VOLIX TRIO DS 2MG TAB 10'S,,139.65,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY S 5/100MG TAB 15,,261.56,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY S 10/50MG TAB 15'S,,239.06,SUN PHARMA LAB. LTD. (DIABETE
PROHANCE D VANILLA 400G,,735.94,SUN PHARMA LAB. LTD. (DIABETE
PROHANCE D CHO.400G,,877.00,SUN PHARMA LAB. LTD. (DIABETE
PRASITA A CAP 10S,,298.13,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY 10 TAB 10S,,223.13,SUN PHARMA LAB. LTD. (DIABETE
DAPEFY 5 TAB  14S 14S,,152.81,SUN PHARMA LAB. LTD. (DIABETE
MONTEK FX TAB,,276.56,SUN PHARMA LAB. LTD.(PHARMA)
SYNRIAM DT 3S,,70.31,SUN PHARMA LAB. LTD.(PHARMA)
BEXILUS LIQUID,,126.38,SUN PHARMA LAB. LTD.(PHARMA)
BEXILUS C LIQUID,,195.80,SUN PHARMA LAB. LTD.(PHARMA)
KEFLOR SYP 125MG 30ML,,222.19,SUN PHARMA LAB. LTD.(PHARMA)
KEFLOR TABS 250MG 10`S,,251.25,SUN PHARMA LAB. LTD.(PHARMA)
KEFLOR DROPS 10ML,,135.00,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM OD 400MG TAB  5'S,,153.28,SUN PHARMA LAB. LTD.(PHARMA)
COVANCE 50MG TABS 10'S,,96.56,SUN PHARMA LAB. LTD.(PHARMA)
COVANCE 25MG TABS10*,,45.94,SUN PHARMA LAB. LTD.(PHARMA)
XCEPODEM SUSP. 30ML,,65.63,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 200MG CAPS 6'S,,210.94,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 100MG TABS 10'S,,122.81,SUN PHARMA LAB. LTD.(PHARMA)
COVANCE D TABS 10'S,,174.38,SUN PHARMA LAB. LTD.(PHARMA)
RICONIA LP TAB 15'S(BOTTLE),,82.50,SUN PHARMA LAB. LTD.(PHARMA)
COVAMLO TABS 10'S,,153.75,SUN PHARMA LAB. LTD.(PHARMA)
KEFLOR DISTABS 125MG 10'S,,120.94,SUN PHARMA LAB. LTD.(PHARMA)
LOXOF 250MG TABS 10'S,,51.45,SUN PHARMA LAB. LTD.(PHARMA)
LOXOF 500MG TABS 10'S,,96.03,SUN PHARMA LAB. LTD.(PHARMA)
COVANCE AT TABS 10'S,,147.19,SUN PHARMA LAB. LTD.(PHARMA)
LOXOF 750MG TABS 10'S,,132.88,SUN PHARMA LAB. LTD.(PHARMA)
LOXOF OZ TABS 10'S,,150.94,SUN PHARMA LAB. LTD.(PHARMA)
RICONIA LIQUID 200ML.,,155.50,SUN PHARMA LAB. LTD.(PHARMA)
RICONIA G CAP 10'S,,124.50,SUN PHARMA LAB. LTD.(PHARMA)
CEROXIM TAB 250MG   10'S,,185.63,SUN PHARMA LAB. LTD.(PHARMA)
CEROXIM XP 625MG TAB  6'S,,417.19,SUN PHARMA LAB. LTD.(PHARMA)
CEROXIM TAB 500MG   10'S,,530.82,SUN PHARMA LAB. LTD.(PHARMA)
RACIPER-D40 TAB,,248.44,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM AZ TAB 10'S,,190.31,SUN PHARMA LAB. LTD.(PHARMA)
SYNRIAM 150+750MG TAB 3'S,,263.44,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM XP 325 mg TABS  TAB,,365.63,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 50MG DRY SUSPENSION 30ML,,105.00,SUN PHARMA LAB. LTD.(PHARMA)
KEFLOR REDIMIX 125MG/5ML,,259.69,SUN PHARMA LAB. LTD.(PHARMA)
RICONIA SILVER LP TAB 15S,,72.09,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 100MG SUSP.30ML,,204.38,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM O TAB 10'S,,237.19,SUN PHARMA LAB. LTD.(PHARMA)
OFRAMAX FORTE INJ 1.5GM,,187.50,SUN PHARMA LAB. LTD.(PHARMA)
OFRAMAX FORTE INJ 375GM,,49.22,SUN PHARMA LAB. LTD.(PHARMA)
OFRAMAX INJ 1GM,,55.39,SUN PHARMA LAB. LTD.(PHARMA)
OFRAMAX INJ 500MG,,44.41,SUN PHARMA LAB. LTD.(PHARMA)
XPRAB INJECTION,,404.52,SUN PHARMA LAB. LTD.(PHARMA)
RACIPER PLUS TAB 10 S,,261.56,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM DROPS,,92.81,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 50 DT  10,,120.00,SUN PHARMA LAB. LTD.(PHARMA)
CEPODEM 100 DT 10,,167.81,SUN PHARMA LAB. LTD.(PHARMA)
INFIMAB INJ 100MG,,"30,000.00",SUN PHARMA LAB. LTD.(PHARMA)
STORVA GOLD 20 10,,95.63,SUN PHARMA LAB. LTD.(PHARMA)
STORVA GOLD 10 1,,63.75,SUN PHARMA LAB. LTD.(PHARMA)
RICONIA LP TAB 30'S BOTTLE,,194.06,SUN PHARMA LAB. LTD.(PHARMA)
REVULANT 500MG TAB 10'S,,81.56,SUN PHARMA LAB. LTD(C.V)
DABIGO 75MG TAB 10S,,141.56,SUN PHARMA LAB. LTD(CV LIFE)
SIMVOTIN 5MG TABS 10'S,,73.13,SUN PHARMA LAB. LTD(CV LIFE)
SIMVOTIN 20MG TABS 10'S,,291.56,SUN PHARMA LAB. LTD(CV LIFE)
SIMVOTIN 10MG TABS 10S,,193.13,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS F 20 TAB 10'S,,448.13,SUN PHARMA LAB. LTD(CV LIFE)
CERUVIN 75MG TABS**,,109.56,SUN PHARMA LAB. LTD(CV LIFE)
CERUVIN A TABS 10`S,,102.19,SUN PHARMA LAB. LTD(CV LIFE)
CERUVIN AF TABS 10'S,,90.94,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS 20MG.TABS 10'S,,439.69,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS 5MG TABS 15'S,,196.88,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS 10MG TABS 15'S,,345.94,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE 20MG TAB 10'S,,164.06,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE 40MG TAB 10'S,,265.31,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE H 20MG TAB 10'S,,159.38,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE H 40MG TAB 10'S,,281.25,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS 40MG TAB 10'S,,553.13,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS F 10 10'S,,460.00,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS 10MG TAB 15'S,,345.94,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS F 5 10'S,,270.00,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE M 25 10'S,,159.38,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE M 50 10'S,,168.75,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS CP 10 30S,,320.16,SUN PHARMA LAB. LTD(CV LIFE)
RANCIL 5 TAB 10'S,,72.19,SUN PHARMA LAB. LTD(CV LIFE)
RANCIL 10 TAB 10'S,,132.19,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE AM 40 10'S,,257.81,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE AM 20 10'S,,178.13,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE CT 20 TAB 10TAB,,163.13,SUN PHARMA LAB. LTD(CV LIFE)
OLVANCE CT 40 TAB 10TAB,,242.81,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS D 10 TAB 10'S,,281.25,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS CV 10MG TAB 10'S,,205.31,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS D 20MG TAB 10'S,,253.13,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS D 5MG TAB 15'S,,116.25,SUN PHARMA LAB. LTD(CV LIFE)
OLVAN TRIO 40MG TAB 10'S,,244.69,SUN PHARMA LAB. LTD(CV LIFE)
OLVAN TRIO 20 TAB 10'S,,188.44,SUN PHARMA LAB. LTD(CV LIFE)
RANCIL 20 TAB 10 S,,182.81,SUN PHARMA LAB. LTD(CV LIFE)
RANCI TRIO 10  10S,,104.06,SUN PHARMA LAB. LTD(CV LIFE)
RANCI T 10  10S,,139.69,SUN PHARMA LAB. LTD(CV LIFE)
RANCI T 20  10S,,120.00,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVA GOLD 10 CAP  10S,,215.63,SUN PHARMA LAB. LTD(CV LIFE)
RANCI TRIO 20 TAB  10 S,,131.25,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVA GOLD 20 CAP 10S,,346.88,SUN PHARMA LAB. LTD(CV LIFE)
DABIGO 110MG TAB 10S,,151.88,SUN PHARMA LAB. LTD(CV LIFE)
DABIGO 150MG TAB 10S,,163.13,SUN PHARMA LAB. LTD(CV LIFE)
ROSUVAS CV 20MG TAB 10S,,231.56,SUN PHARMA LAB. LTD(CV LIFE)
FUNGICROS 30GMS,,391.88,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE PLUS S LOSON 100G,,128.44,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE S LOTION 30ML,,140.63,SUN PHARMA LAB.CROSSLAND 1
TECZINE M SYRUP 60ML,,93.75,SUN PHARMA LAB.CROSSLAND 1
FUNGICROS 50GM,,523.13,SUN PHARMA LAB.CROSSLAND 1
BENERIA GEL 30GM,,881.99,SUN PHARMA LAB.CROSSLAND 1
FUNGICROS NAIL LAQUER,,650.00,SUN PHARMA LAB.CROSSLAND 1
ALCROS SB 50 MG TAB,,121.88,SUN PHARMA LAB.CROSSLAND 1
ALCROS SB 130 MG TAB 1,,255.94,SUN PHARMA LAB.CROSSLAND 1
CLENZ AC TOPICAL GEL 15GM,,492.19,SUN PHARMA LAB.CROSSLAND 1
TECZINE 5MG 10'S,,90.94,SUN PHARMA LAB.CROSSLAND 1
ABZORB DUSTI POW 120GM,,164.00,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE PLUS CREAM 30GM,,91.88,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE RD 30GM,,41.72,SUN PHARMA LAB.CROSSLAND 1
FUCIDIN CREAM 5GM,,52.49,SUN PHARMA LAB.CROSSLAND 1
FUCIDIN OINT 5GM,,52.49,SUN PHARMA LAB.CROSSLAND 1
TECZINE 10MG TAB,,246.56,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX CREAM 100GM,,281.25,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX SOFT CREEM 100GM,,370.31,SUN PHARMA LAB.CROSSLAND 1
IVERMECTOL-6MG 2'S,,39.38,SUN PHARMA LAB.CROSSLAND 1
IVERMECTOL-12MG 2'S,,79.69,SUN PHARMA LAB.CROSSLAND 1
FUCIDIN cream 15GM TUBE,,157.50,SUN PHARMA LAB.CROSSLAND 1
FUCIDIN oint. 15GM TUBE,,157.50,SUN PHARMA LAB.CROSSLAND 1
FUCIDIN H 15GM TUBE,,271.88,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX SOFT 300GM,,750.00,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE PLUS LOTION 1*50ML,,209.00,SUN PHARMA LAB.CROSSLAND 1
"TECZINE M TAB 10,S",,172.50,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX CREAM 50GM,,120.94,SUN PHARMA LAB.CROSSLAND 1
FUCIBET CREEM  15GM,,97.50,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX CALM 50ML LOTION,,156.56,SUN PHARMA LAB.CROSSLAND 1
DIPROBATE G PLUS CREAM 30GM,,118.00,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX SYNDET,,195.00,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX SOFT LOTION 100ML,,417.19,SUN PHARMA LAB.CROSSLAND 1
MICROBENZ 3.5 CREEM  15G,,134.53,SUN PHARMA LAB.CROSSLAND 1
MICROBENZ 5.5 CREEM  15G,,114.38,SUN PHARMA LAB.CROSSLAND 1
SUPATRET 0.1 GEL 20,,215.00,SUN PHARMA LAB.CROSSLAND 1
ONCOTREX 2.5 TAB 10'S,,45.57,SUN PHARMA LAB.CROSSLAND 1
ONCOTREX-5 TAB 10'S,,100.63,SUN PHARMA LAB.CROSSLAND 1
SUPATRET 0.04 AQUE.GEL 20GM.,,315.00,SUN PHARMA LAB.CROSSLAND 1
SUPATRET C 15GM,,399.00,SUN PHARMA LAB.CROSSLAND 1
ONCOTREX-7.5 TAB 10'S,,148.00,SUN PHARMA LAB.CROSSLAND 1
TECZINE SYRUP 60ML,,126.56,SUN PHARMA LAB.CROSSLAND 1
FUNGICROS 10 GR.,,186.56,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX HYDRA GEL CREAM 50ML,,429.00,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX CLENZ 100ML,,207.37,SUN PHARMA LAB.CROSSLAND 1
ALCROS 100MG TABS,,137.81,SUN PHARMA LAB.CROSSLAND 1
MOISTUREX WASH 200ML,,601.00,SUN PHARMA LAB.CROSSLAND 1
ABZORB BAR 100G,,162.00,SUN PHARMA LAB.CROSSLAND 1
ALCROS 200MG TAB,,236.25,SUN PHARMA LAB.CROSSLAND 1
ZIMBA CREEM 1,,210.94,SUN PHARMA LAB.CROSSLAND 1
SILVEREX IONIC 100GM,,225.00,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE POWDER CHOCOLAT 400GM,,610.00,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX DROPS 100MG 10ML,,99.38,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX DIS 125MG 10`S,,70.31,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX 250MG CAPS 10`S,,67.97,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX DIS 250MG TABS 1,,195.00,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX 500MG CAPS*,,256.88,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX CV 375+125MG TAB 10S 10,,243.75,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX CV 750+125MG TAB 10S,,421.88,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE D DISKETTES VAN 250GM,,445.31,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE D DISKETTES JEERA 250GM,,445.31,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN INFUSION 100ML,,122.34,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN 200MG TABS**,,102.19,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX RED 250MG.30ML,,130.31,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX RED.125MG 30ML,,60.00,SUN PHARMA LAB.LTD (RICHOUT)
DOLAMIDE TABS 10'S,,75.94,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX AF 750MG T 10'S,,423.75,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX AF 375MG T.10'S,,248.44,SUN PHARMA LAB.LTD (RICHOUT)
CAVERTA 25MG TABS 4'S,,187.50,SUN PHARMA LAB.LTD (RICHOUT)
CAVERTA 50MG TABS 4'S,,225.00,SUN PHARMA LAB.LTD (RICHOUT)
CAVERTA 100MG TABS 4'S,,443.44,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN OD 400MG TABS 5S,,239.06,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN DS 400MG TABS 10S,,250.31,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN OZ TAB 10S`,,190.31,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN LIQ 50MG 60ML,,65.63,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN LIQ 100MG SYP 60ML,,120.94,SUN PHARMA LAB.LTD (RICHOUT)
SPORIDEX RED.DROPS 100MG 10ML,,117.19,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN F TAB 10'S,,173.44,SUN PHARMA LAB.LTD (RICHOUT)
DISPERZYME TABS,,609.38,SUN PHARMA LAB.LTD (RICHOUT)
DISPERZYME CD 10'S,,280.31,SUN PHARMA LAB.LTD (RICHOUT)
MOBIZOX TABS 10S,,262.50,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX IONIC OINT.10GR,,115.31,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX IONIC ONIT 20GM,,169.69,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN PLUS TAB 10'S,,111.56,SUN PHARMA LAB.LTD (RICHOUT)
D-WELL DROP,,73.71,SUN PHARMA LAB.LTD (RICHOUT)
D-WELL AQ CAP 4'S,,275.34,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX IONIC JAR 240GM,,627.19,SUN PHARMA LAB.LTD (RICHOUT)
RIFLECT 200 TAB 10S,,140.63,SUN PHARMA LAB.LTD (RICHOUT)
RIFLECT 400 TAB 10S,,261.56,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE POW VANIL 200GM,,318.00,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE POWDER CHOCOLAT 200GM,,338.00,SUN PHARMA LAB.LTD (RICHOUT)
ZANOCIN 100 MG,,42.89,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE VANILLA 400GM,,610.00,SUN PHARMA LAB.LTD (RICHOUT)
LUCAZOLE CREAM 10G.,,149.91,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX HEAL 15G,,151.88,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX HEAL 50G,,356.25,SUN PHARMA LAB.LTD (RICHOUT)
SILVEREX SSD CREAM 10GM,,131.25,SUN PHARMA LAB.LTD (RICHOUT)
PROHANCE ACTIV VANILLA/F.POW. 400GM,,810.00,SUN PHARMA LAB.LTD (RICHOUT)
NEW GRAMOGYL TAB 10S,,70.31,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER 8 TAB,,102.69,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF JUNIOR SYP 60ML,,91.88,SUN PHARMA LAB.LTD (STANLIFE)
PROHANCE JUNIAR CH 200GR 200,,320.00,SUN PHARMA LAB.LTD (STANLIFE)
PROHANCE JUNIAR CH 400GR 400,,525.10,SUN PHARMA LAB.LTD (STANLIFE)
GRAMOGYL SUSP. 60ML,,23.81,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF SYP. 60ML,,84.38,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF SYP. 100ML,,131.25,SUN PHARMA LAB.LTD (STANLIFE)
TUFPRO FFS LIQ 1,,45.94,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF LS 100ML,,87.19,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV. INJ 1.2GM,,112.13,SUN PHARMA LAB.LTD (STANLIFE)
LOXOF INFUSION,,82.97,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV BD SUSP. 228.5MG 30ML,,64.68,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV BD DIST.228.5MG,,172.50,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV 156.25 ORAL 30ML,,64.58,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV 375MG TABS 10'S,,270.94,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV 625MG TABS 10'S*,,195.38,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV  1000MG TABS 4'S,,122.81,SUN PHARMA LAB.LTD (STANLIFE)
REFZIL O 250MG TABS 10'S,,693.75,SUN PHARMA LAB.LTD (STANLIFE)
REFZIL O SUS.125 30ML,,198.75,SUN PHARMA LAB.LTD (STANLIFE)
REFZIL O 500MG TABS 4'S,,637.50,SUN PHARMA LAB.LTD (STANLIFE)
REFZIL O SUS 250M 30ML,,328.13,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV DS 457MG TABS 6S,,192.19,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV DROP 10ML,,101.25,SUN PHARMA LAB.LTD (STANLIFE)
REFZIL-O-ORAL 50MG DROP 10ML.,,168.75,SUN PHARMA LAB.LTD (STANLIFE)
TUFPRO NUTRA BOTTLES 18% GST,,49.00,SUN PHARMA LAB.LTD (STANLIFE)
CIFRAN OD 1GM  1*10,,79.36,SUN PHARMA LAB.LTD (STANLIFE)
CIFRAN OD 500 TAB 5'S,,17.37,SUN PHARMA LAB.LTD (STANLIFE)
SPORIDEX 250 RED 60SYP 60ML,,111.56,SUN PHARMA LAB.LTD (STANLIFE)
MOXCLAV DS SUS.457MG 30ML,,179.06,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF SF SYRUP 100ML,,70.31,SUN PHARMA LAB.LTD (STANLIFE)
BILASURE M KID TAB 10'S,,112.50,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER-INJ 2ML 5,,12.72,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER-INJ 4ML 5,,24.59,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER MD 8 TAB 10S,,113.67,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER 4 TAB,,53.86,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER SYRUP 30ML,,39.38,SUN PHARMA LAB.LTD (STANLIFE)
ZOFER MD 4 TAB 10,,54.79,SUN PHARMA LAB.LTD (STANLIFE)
CHERICOF 12 SYP. 60ML 60ML,,91.88,SUN PHARMA LAB.LTD (STANLIFE)
OLVAMLO 40MG TAB 10'S,,152.81,SUN PHARMA LAB.LTD. (C.V.CARE)
TRI OLVANCE 40MG  1*10TAB,,172.03,SUN PHARMA LAB.LTD. (C.V.CARE)
STANLIP PLUS 135MG DR,,133.13,SUN PHARMA LAB.LTD. (C.V.CARE)
CRIXAN 250MG TAB 10'S,,207.38,SUN PHARMA LAB.LTD. (STAN CARE
SPORIT GG SACHET 10GM,,49.50,SUN PHARMA LAB.LTD. (STAN CARE
CRIXAN OD 500MG 5'S,,270.44,SUN PHARMA LAB.LTD. (STAN CARE
